prompt_name,index,claim,url,ground_truth,prediction,correct
binary_classifier_en,3,Texas this fiscal year will have more money in reserve than the other 49 states combined.,https://www.politifact.com/factchecks/2015/mar/05/dan-patrick/dan-patrick-errs-saying-texas-will-end-fiscal-year/,False,False,True
skeptical_investigator,0,"If we choose Obamacare expansion, 600,000 will lose eligibility for their subsidies, of which 257,000 would be forced into Medicaid.",https://www.politifact.com/factchecks/2015/apr/30/steve-crisafulli/crisafulli-says-257000-would-be-forced-medicaid-un/,True,False,False
skeptical_investigator,1,The bill that I carried cutting MOs income tax for 1st time in over 100 years will start its 1st phase in jan 1 2018. #moleg @Eric_Schmitt,https://www.politifact.com/factchecks/2017/sep/26/andrew-koenig/first-cut-missouri-income-tax-over-100-years/,True,True,True
skeptical_investigator,2,Did Biden Call for an 'End to Shareholder Capitalism'?,https://www.snopes.com/fact-check/biden-shareholder-capitalism/,False,True,False
skeptical_investigator,3,Texas this fiscal year will have more money in reserve than the other 49 states combined.,https://www.politifact.com/factchecks/2015/mar/05/dan-patrick/dan-patrick-errs-saying-texas-will-end-fiscal-year/,False,False,True
concise,0,"If we choose Obamacare expansion, 600,000 will lose eligibility for their subsidies, of which 257,000 would be forced into Medicaid.",https://www.politifact.com/factchecks/2015/apr/30/steve-crisafulli/crisafulli-says-257000-would-be-forced-medicaid-un/,True,False,False
concise,1,The bill that I carried cutting MOs income tax for 1st time in over 100 years will start its 1st phase in jan 1 2018. #moleg @Eric_Schmitt,https://www.politifact.com/factchecks/2017/sep/26/andrew-koenig/first-cut-missouri-income-tax-over-100-years/,True,True,True
concise,2,Did Biden Call for an 'End to Shareholder Capitalism'?,https://www.snopes.com/fact-check/biden-shareholder-capitalism/,False,False,True
concise,3,Texas this fiscal year will have more money in reserve than the other 49 states combined.,https://www.politifact.com/factchecks/2015/mar/05/dan-patrick/dan-patrick-errs-saying-texas-will-end-fiscal-year/,False,False,True
multi_perspective,0,"If we choose Obamacare expansion, 600,000 will lose eligibility for their subsidies, of which 257,000 would be forced into Medicaid.",https://www.politifact.com/factchecks/2015/apr/30/steve-crisafulli/crisafulli-says-257000-would-be-forced-medicaid-un/,True,False,False
multi_perspective,1,The bill that I carried cutting MOs income tax for 1st time in over 100 years will start its 1st phase in jan 1 2018. #moleg @Eric_Schmitt,https://www.politifact.com/factchecks/2017/sep/26/andrew-koenig/first-cut-missouri-income-tax-over-100-years/,True,True,True
multi_perspective,2,Did Biden Call for an 'End to Shareholder Capitalism'?,https://www.snopes.com/fact-check/biden-shareholder-capitalism/,False,True,False
multi_perspective,3,Texas this fiscal year will have more money in reserve than the other 49 states combined.,https://www.politifact.com/factchecks/2015/mar/05/dan-patrick/dan-patrick-errs-saying-texas-will-end-fiscal-year/,False,False,True
